ID,LONGITUDE,LATITUDE,Coloring,DA,CD,Province,CSD,Abbrev,Suppressed,POP2016,POP2011,Age <4,Age 5 to 9,Age 10 to 14,Age 15 to 19,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20 to 24,Age 25 to 29,Age 30 to 34,Age 35 to 39,Age 40 to 44,Age 45 to 49,Age 50 to 54,Age 55 to 59,Age 60 to 64,Age 65 to 69,Age 70 to 74,Age 75 to 79,Age 80 to 84,Age 85+,DAUID,POPY65,POPO65
189865,-79863761,43231787,2,35250550,3525,35,3525005,ON,N,474,475,25,20,20,25,0,5,5,5,5,20,45,35,20,25,40,40,25,35,20,20,30,15,15,35250550,395,100
189873,-79860453,43231264,1,35250551,3525,35,3525005,ON,N,510,510,15,25,25,35,5,10,10,10,5,40,25,25,25,30,55,45,45,20,20,15,35,25,5,35250551,450,100
189889,-79857459,43230056,3,35250552,3525,35,3525005,ON,N,458,460,45,40,45,45,5,10,15,10,10,30,30,25,30,25,40,35,20,20,5,5,5,0,5,35250552,480,20
190585,-79854622,43229870,2,35250553,3525,35,3525005,ON,N,487,490,20,30,45,35,10,5,10,5,5,25,30,30,25,30,45,40,40,30,15,10,10,15,10,35250553,460,60
190593,-79854744,43232920,0,35250554,3525,35,3525005,ON,N,476,480,30,30,25,20,0,5,0,0,5,30,35,40,25,35,35,45,35,25,15,15,10,10,10,35250554,420,60
190617,-79851185,43234285,2,35250555,3525,35,3525005,ON,N,436,435,20,25,25,35,10,5,5,15,10,30,30,30,20,40,40,30,40,40,10,10,5,5,5,35250555,450,35
190609,-79849186,43232290,1,35250556,3525,35,3525005,ON,N,555,555,30,25,20,50,10,10,10,5,15,35,40,35,35,40,55,45,35,45,25,25,10,10,5,35250556,540,75
190577,-79851006,43229180,3,35250557,3525,35,3525005,ON,N,764,765,50,55,55,65,10,15,10,10,10,65,70,50,35,60,55,50,50,30,15,25,10,15,15,35250557,745,80
190641,-79846980,43227986,2,35250558,3525,35,3525005,ON,N,476,475,25,25,15,25,0,0,5,10,5,30,40,35,25,35,45,35,20,15,20,20,30,20,15,35250558,390,105
190673,-79844992,43230578,0,35250559,3525,35,3525005,ON,N,468,465,30,25,20,20,5,5,5,5,0,20,30,45,25,35,30,25,40,30,20,15,25,20,15,35250559,395,95
190665,-79842194,43227502,1,35250560,3525,35,3525005,ON,N,563,565,10,15,10,15,5,5,0,0,5,15,20,20,10,25,25,35,45,40,40,40,55,70,55,35250560,300,260
190649,-79843052,43224525,3,35250561,3525,35,3525005,ON,N,397,400,20,15,20,15,5,5,0,5,10,20,25,30,30,20,35,40,15,20,20,15,15,15,20,35250561,330,85
190945,-79838056,43225305,0,35250562,3525,35,3525005,ON,N,477,475,10,20,25,25,5,10,10,5,5,35,25,25,25,30,45,55,50,30,10,15,20,20,20,35250562,435,85
190657,-79839254,43222069,1,35250563,3525,35,3525005,ON,N,566,570,30,20,30,40,5,10,10,15,10,60,45,50,30,35,40,50,30,25,15,20,15,15,10,35250563,535,75
190953,-79834254,43224521,3,35250564,3525,35,3525005,ON,N,502,500,25,10,15,25,0,10,5,10,10,20,30,30,25,25,35,55,30,45,30,15,25,35,25,35250564,405,130
190961,-79832748,43222002,0,35250565,3525,35,3525005,ON,N,667,665,45,35,30,40,15,5,5,5,5,25,40,50,35,40,60,45,40,30,25,25,50,35,20,35250565,550,155
190513,-79828645,43220517,1,35250566,3525,35,3525005,ON,N,444,445,15,15,20,30,5,10,10,10,5,35,30,35,20,25,40,35,35,20,20,10,15,20,20,35250566,395,85
190505,-79830693,43217737,2,35250567,3525,35,3525005,ON,N,548,545,30,20,25,35,5,5,10,5,5,35,40,30,35,35,35,40,30,30,30,25,35,25,20,35250567,450,135
190529,-79826661,43216646,0,35250568,3525,35,3525005,ON,N,645,645,30,35,30,30,5,10,5,10,10,30,65,40,45,40,55,55,45,30,30,30,35,15,10,35250568,570,120
190497,-79828593,43213913,3,35250569,3525,35,3525005,ON,N,450,450,20,20,15,20,5,5,0,10,5,25,15,25,30,35,35,25,30,45,45,30,25,15,10,35250569,365,125
190521,-79825148,43212858,1,35250570,3525,35,3525005,ON,N,518,515,20,25,35,35,10,10,10,5,5,30,35,20,20,30,40,35,45,40,30,30,40,15,10,35250570,450,125
190489,-79824266,43211393,2,35250571,3525,35,3525005,ON,N,431,435,10,10,15,15,5,5,5,0,0,10,15,10,10,10,15,25,30,40,45,60,55,45,25,35250571,230,230
191417,-79819856,43209435,3,35250572,3525,35,3525005,ON,N,561,565,25,15,45,30,10,0,10,5,5,40,25,30,25,45,55,45,25,30,25,20,30,30,20,35250572,465,125
190481,-79827630,43208077,0,35250573,3525,35,3525005,ON,N,1195,1195,35,65,100,85,20,15,20,20,15,90,65,50,65,105,130,100,95,70,40,40,25,25,20,35250573,1145,150
190409,-79828255,43204462,2,35250574,3525,35,3525005,ON,N,433,435,10,25,35,40,10,10,10,5,5,30,30,20,20,30,40,35,35,40,20,15,5,0,5,35250574,430,45
190201,-79843456,43194981,1,35250578,3525,35,3525005,ON,N,797,800,50,80,95,80,20,20,20,15,5,50,55,55,50,50,80,65,30,15,15,10,10,5,0,35250578,835,40
190193,-79846528,43193525,4,35250579,3525,35,3525005,ON,N,473,475,15,25,50,50,10,5,15,15,10,50,25,15,25,40,60,50,30,20,5,5,5,5,0,35250579,510,20
190185,-79845831,43191484,3,35250580,3525,35,3525005,ON,N,402,405,35,40,50,35,10,10,10,5,15,40,30,30,25,20,30,25,20,5,5,0,0,5,0,35250580,435,10
190121,-79850445,43193213,2,35250581,3525,35,3525005,ON,N,863,865,45,60,70,100,10,25,25,20,20,60,35,60,50,75,95,75,50,30,15,20,10,10,0,35250581,905,55
190105,-79852920,43190993,4,35250582,3525,35,3525005,ON,N,661,660,45,60,45,60,10,10,15,10,15,45,45,50,40,50,55,40,35,40,15,15,10,5,0,35250582,670,45
190113,-79849629,43188695,1,35250583,3525,35,3525005,ON,N,596,595,30,35,45,75,10,25,20,15,10,55,30,35,35,65,80,55,25,15,5,5,5,0,0,35250583,660,15
189361,-79856717,43194659,3,35250585,3525,35,3525005,ON,N,633,635,40,55,45,65,10,10,20,10,15,45,30,40,25,60,50,45,30,35,20,10,10,10,10,35250585,630,60
189377,-79858146,43197184,1,35250586,3525,35,3525005,ON,N,1183,1185,90,85,95,105,20,20,20,20,20,85,55,60,90,95,115,90,70,50,30,25,10,15,10,35250586,1185,90
190129,-79854031,43199878,3,35250587,3525,35,3525005,ON,N,348,350,5,10,15,35,5,5,10,10,10,35,20,15,10,20,30,35,40,30,20,10,5,5,0,35250587,340,40
190137,-79852811,43199472,0,35250588,3525,35,3525005,ON,N,448,450,15,20,20,25,5,10,5,5,5,25,35,15,30,30,30,40,30,50,30,20,15,5,5,35250588,395,75
190145,-79852533,43202676,1,35250589,3525,35,3525005,ON,N,739,740,35,30,45,70,10,10,15,15,20,75,45,40,35,40,85,80,55,35,30,15,15,10,5,35250589,740,75
190153,-79851616,43204316,3,35250590,3525,35,3525005,ON,N,411,410,15,30,30,35,10,5,10,5,10,30,15,20,30,35,35,35,35,25,20,15,5,10,0,35250590,410,50
190257,-79853628,43206774,2,35250591,3525,35,3525005,ON,N,716,720,35,45,70,60,10,10,10,15,10,50,30,45,45,50,75,70,35,45,35,20,10,0,5,35250591,710,70
190265,-79851445,43208872,0,35250592,3525,35,3525005,ON,N,559,560,45,15,30,45,5,10,10,5,15,35,55,40,20,45,40,50,50,25,25,15,10,5,5,35250592,540,60
190281,-79850250,43211012,3,35250593,3525,35,3525005,ON,N,585,585,25,40,35,30,5,5,10,0,5,30,20,30,35,20,30,25,30,25,20,20,25,45,100,35250593,400,210
190273,-79851509,43212580,2,35250594,3525,35,3525005,ON,N,630,630,30,35,35,45,5,5,15,10,10,50,35,40,35,30,40,50,70,65,25,25,10,10,5,35250594,605,75
190289,-79853219,43215062,3,35250595,3525,35,3525005,ON,N,482,480,20,30,45,35,5,5,5,5,5,20,30,30,25,35,40,25,35,35,40,15,10,5,5,35250595,430,75
190305,-79847468,43215212,0,35250596,3525,35,3525005,ON,N,606,605,40,35,40,35,10,0,15,5,5,30,30,50,45,45,45,50,35,25,20,25,25,15,15,35250596,540,100
190313,-79850425,43217758,1,35250597,3525,35,3525005,ON,N,422,425,20,25,30,45,10,10,5,10,5,35,30,20,20,20,25,30,30,20,15,20,15,10,5,35250597,390,65
190321,-79849233,43219571,3,35250598,3525,35,3525005,ON,N,427,425,15,25,30,25,5,5,5,10,5,40,30,25,10,35,30,35,20,20,15,20,20,15,10,35250598,370,80
190377,-79844625,43218638,1,35250599,3525,35,3525005,ON,N,430,430,10,5,10,10,0,5,0,0,0,5,20,15,20,15,30,20,30,35,30,45,45,45,40,35250599,230,205
190633,-79844231,43221072,0,35250600,3525,35,3525005,ON,N,388,390,25,20,25,25,5,10,5,5,5,25,30,40,25,30,40,25,20,25,10,10,10,10,5,35250600,385,45
190393,-79840181,43219902,2,35250601,3525,35,3525005,ON,N,515,515,10,20,25,20,5,5,5,5,0,25,20,30,20,20,25,35,15,25,35,60,45,45,30,35250601,310,215
190385,-79842235,43217453,3,35250602,3525,35,3525005,ON,N,442,445,15,10,15,20,0,5,5,5,5,10,15,10,15,15,20,20,30,40,30,35,50,40,40,35250602,255,195
190457,-79838217,43215479,0,35250603,3525,35,3525005,ON,N,673,675,45,25,35,40,0,15,10,5,10,45,35,50,35,50,55,50,45,45,30,30,30,25,10,35250603,595,125
190465,-79835862,43218850,3,35250604,3525,35,3525005,ON,N,474,475,20,20,20,20,5,5,5,10,5,25,30,30,25,30,35,35,45,25,15,20,30,35,25,35250604,390,125
190425,-79836607,43212549,3,35250605,3525,35,3525005,ON,N,498,500,45,45,60,40,10,5,5,10,10,35,20,25,25,35,35,30,30,15,20,15,20,10,5,35250605,480,70
190473,-79832701,43213999,1,35250606,3525,35,3525005,ON,N,529,530,20,20,30,25,5,5,5,5,10,35,20,20,20,35,50,40,45,25,30,40,50,25,10,35250606,415,155
190449,-79831641,43210336,2,35250607,3525,35,3525005,ON,N,500,500,20,30,30,40,5,15,10,5,10,45,25,25,25,40,45,45,45,35,20,20,10,5,5,35250607,495,60
190433,-79834619,43208275,1,35250608,3525,35,3525005,ON,N,430,430,45,40,45,50,10,15,10,10,10,35,25,25,30,30,30,15,25,15,10,5,5,5,0,35250608,465,25
190353,-79839416,43209498,0,35250609,3525,35,3525005,ON,N,532,535,20,35,45,45,5,10,10,10,10,45,30,30,40,40,45,55,35,25,20,10,5,0,0,35250609,535,35
190361,-79840109,43211389,2,35250610,3525,35,3525005,ON,N,569,570,30,30,35,70,15,20,10,15,15,45,35,30,35,35,60,35,35,20,50,15,10,5,0,35250610,570,80
190369,-79843565,43213913,1,35250611,3525,35,3525005,ON,N,499,500,25,30,30,55,15,5,10,10,15,40,30,25,20,45,30,35,25,30,35,15,10,5,0,35250611,475,65
190345,-79842908,43209418,2,35250612,3525,35,3525005,ON,N,671,670,40,55,55,75,20,15,15,15,15,70,40,40,50,40,60,35,35,25,15,15,10,5,0,35250612,700,45
190337,-79842923,43206737,1,35250613,3525,35,3525005,ON,N,1069,1070,75,100,80,75,10,10,25,10,15,75,90,80,80,70,95,75,45,60,25,15,15,10,5,35250613,1070,70
190329,-79845402,43205051,3,35250614,3525,35,3525005,ON,N,379,375,20,25,25,30,5,10,5,10,5,25,15,25,30,35,30,30,20,25,25,10,0,0,0,35250614,370,35
190233,-79843957,43203705,0,35250615,3525,35,3525005,ON,N,437,435,15,25,30,30,5,5,5,10,5,35,25,25,35,20,30,35,35,30,30,25,10,5,0,35250615,400,70
190177,-79848340,43203932,2,35250616,3525,35,3525005,ON,N,284,285,25,30,20,25,5,0,0,5,5,15,25,20,25,15,20,25,20,15,10,5,5,0,0,35250616,295,20
190169,-79848087,43201682,3,35250617,3525,35,3525005,ON,N,462,465,30,35,40,35,10,15,5,5,5,35,40,25,40,30,25,25,20,25,20,20,10,10,5,35250617,445,65
190225,-79844602,43201104,1,35250618,3525,35,3525005,ON,N,251,255,5,5,10,15,0,5,0,5,0,20,20,20,15,10,25,30,20,15,20,5,10,0,5,35250618,220,40
190217,-79845504,43199399,2,35250619,3525,35,3525005,ON,N,495,495,20,30,40,45,10,10,10,5,5,35,20,35,25,25,45,40,35,30,20,20,10,0,10,35250619,465,60
190209,-79846734,43196610,0,35250620,3525,35,3525005,ON,N,479,480,40,40,35,45,10,10,10,15,10,35,20,40,30,35,50,40,20,20,5,15,5,5,0,35250620,505,30
190161,-79850245,43197889,3,35250621,3525,35,3525005,ON,N,709,705,40,45,55,50,5,15,5,15,10,45,40,60,50,60,65,45,40,35,30,15,15,10,0,35250621,680,70
190241,-79841324,43200835,3,35250622,3525,35,3525005,ON,N,440,440,30,35,35,60,10,15,10,10,5,35,30,25,35,30,30,30,25,15,10,5,5,0,0,35250622,465,20
190249,-79840503,43203617,2,35250623,3525,35,3525005,ON,N,391,395,20,20,20,25,5,5,10,10,5,35,30,30,20,15,25,40,35,25,20,20,10,0,5,35250623,375,55
190569,-79848266,43223412,1,35250624,3525,35,3525005,ON,N,712,715,10,15,10,30,5,5,5,0,5,15,10,15,15,25,30,45,25,40,50,60,65,85,160,35250624,305,420
190553,-79854224,43223407,2,35250625,3525,35,3525005,ON,N,433,435,30,30,30,30,0,10,5,10,10,30,25,25,15,20,35,30,15,20,20,10,25,25,10,35250625,370,90
190561,-79853719,43226049,0,35250626,3525,35,3525005,ON,N,568,570,15,25,30,35,5,10,10,10,0,40,30,35,25,30,50,55,40,30,35,35,35,15,10,35250626,475,130
189857,-79858332,43227132,1,35250627,3525,35,3525005,ON,N,569,570,25,35,45,40,5,5,10,10,10,35,45,30,45,40,40,40,40,50,20,15,5,5,5,35250627,550,50
189849,-79859663,43224594,3,35250628,3525,35,3525005,ON,N,444,445,5,0,5,15,0,5,0,5,5,25,20,15,15,10,10,20,35,45,45,70,35,35,35,35250628,235,220
189465,-79860369,43217660,1,35250629,3525,35,3525005,ON,N,936,935,30,45,40,80,15,15,20,15,10,65,35,25,45,45,65,75,70,65,50,45,45,55,70,35250629,760,265
189473,-79857307,43214358,0,35250630,3525,35,3525005,ON,N,481,480,15,10,25,50,10,10,5,15,5,50,25,20,20,25,55,55,45,35,20,20,15,10,10,35250630,475,75
190297,-79854867,43218905,2,35250631,3525,35,3525005,ON,N,513,515,20,20,30,30,5,10,5,5,5,40,35,20,15,25,40,55,30,25,30,40,25,15,15,35250631,415,125
190545,-79854142,43221102,0,35250632,3525,35,3525005,ON,N,624,625,35,25,25,25,5,5,0,5,5,65,65,45,50,30,45,45,40,30,20,30,20,20,5,35250632,545,95
189417,-79869718,43217400,3,35250633,3525,35,3525005,ON,N,265,265,10,15,15,15,5,5,5,5,5,20,15,5,10,10,15,25,30,30,25,5,5,5,5,35250633,240,45
189297,-79872871,43216423,0,35250634,3525,35,3525005,ON,N,765,765,65,65,60,65,10,15,15,15,10,60,45,35,45,45,55,55,45,20,20,15,25,20,15,35250634,725,95
189305,-79873387,43218141,1,35250635,3525,35,3525005,ON,N,412,410,25,30,35,20,5,10,5,5,0,40,35,30,15,30,20,30,35,35,5,15,5,0,5,35250635,405,30
189409,-79870834,43213687,3,35250636,3525,35,3525005,ON,N,858,855,60,50,55,50,15,10,10,15,5,65,90,80,60,60,70,60,55,35,20,20,10,5,5,35250636,845,60
189281,-79873678,43210406,0,35250637,3525,35,3525005,ON,N,1262,1260,70,75,90,95,15,15,25,20,20,80,50,50,70,70,110,80,75,45,45,55,70,65,60,35250637,1055,295
189393,-79870036,43207327,4,35250638,3525,35,3525005,ON,N,265,265,5,10,20,25,5,5,5,5,5,30,15,15,15,25,25,20,20,10,5,5,10,5,5,35250638,260,30
189401,-79867079,43207296,1,35250639,3525,35,3525005,ON,N,666,665,45,35,45,65,5,15,20,15,15,65,55,35,35,35,55,70,45,40,10,15,10,5,0,35250639,695,40
189337,-79868103,43204556,2,35250640,3525,35,3525005,ON,N,443,445,20,20,30,50,5,10,10,10,15,50,25,25,20,25,50,55,40,15,10,5,0,5,0,35250640,475,20
189369,-79862695,43203585,3,35250641,3525,35,3525005,ON,N,446,445,20,40,30,30,5,5,10,10,5,30,30,30,35,30,35,45,25,25,15,15,5,5,5,35250641,440,45
189433,-79861896,43205437,0,35250642,3525,35,3525005,ON,N,787,785,30,50,65,80,25,15,20,20,5,60,40,45,35,50,55,50,45,25,20,5,20,25,85,35250642,715,155
189457,-79858670,43207645,3,35250643,3525,35,3525005,ON,N,568,565,20,25,45,65,20,10,10,20,5,50,35,35,25,50,45,55,40,35,15,15,5,0,5,35250643,590,40
189449,-79859900,43209906,0,35250644,3525,35,3525005,ON,N,326,325,10,10,10,35,5,5,10,5,10,45,20,10,10,10,25,45,50,25,15,10,5,0,5,35250644,340,35
189441,-79862977,43210271,2,35250645,3525,35,3525005,ON,N,639,635,15,30,30,50,5,5,15,15,10,70,40,25,25,30,55,60,85,50,25,20,10,10,5,35250645,615,70
189385,-79859308,43201186,2,35250646,3525,35,3525005,ON,N,732,730,40,55,60,70,10,15,15,15,20,40,25,50,40,65,75,75,45,30,15,15,15,10,5,35250646,745,60
189345,-79865775,43199621,0,35250647,3525,35,3525005,ON,N,900,900,70,70,100,85,20,15,10,15,20,60,60,55,65,80,80,75,35,30,10,5,5,0,5,35250647,945,25
189329,-79870127,43199762,3,35250648,3525,35,3525005,ON,N,992,990,65,90,95,100,25,15,15,25,15,70,55,45,50,100,110,75,45,40,20,15,10,10,5,35250648,1035,60
189217,-79872619,43202204,1,35250649,3525,35,3525005,ON,N,769,765,55,70,75,90,15,20,15,20,15,75,45,25,40,40,65,95,50,15,15,10,5,5,5,35250649,825,40
189209,-79874776,43199673,4,35250650,3525,35,3525005,ON,N,722,720,45,50,70,65,20,10,20,10,10,35,30,25,30,50,70,55,30,30,10,15,15,30,65,35250650,655,135
189201,-79878368,43203032,0,35250651,3525,35,3525005,ON,N,306,305,5,10,15,30,5,5,10,5,5,30,25,10,10,20,30,35,30,15,10,0,5,0,5,35250651,295,20
189193,-79879487,43200505,1,35250652,3525,35,3525005,ON,N,730,730,30,35,65,80,15,10,15,10,15,70,30,15,25,70,75,70,60,30,20,15,15,10,5,35250652,720,65
189225,-79886356,43205543,2,35250655,3525,35,3525005,ON,N,1488,1485,95,95,110,130,20,20,30,30,25,105,95,95,95,120,145,105,90,70,50,35,20,15,5,35250655,1475,125
189249,-79879682,43205488,1,35250656,3525,35,3525005,ON,N,574,570,35,50,50,60,10,15,10,15,10,45,30,35,35,35,40,45,35,30,15,20,5,5,0,35250656,585,45
189257,-79877202,43206545,3,35250657,3525,35,3525005,ON,N,665,665,25,30,50,60,5,10,10,10,10,70,25,40,35,40,50,80,60,40,25,15,5,5,5,35250657,650,55
189265,-79874390,43206437,2,35250658,3525,35,3525005,ON,N,306,305,5,15,15,25,10,5,10,5,5,40,20,5,5,20,20,40,45,25,0,5,5,0,0,35250658,315,10
189273,-79872141,43205154,3,35250659,3525,35,3525005,ON,N,663,660,50,40,70,60,10,15,15,15,10,40,30,30,40,45,70,45,40,45,20,10,15,5,5,35250659,670,55
188761,-79891212,43215274,0,35250661,3525,35,3525005,ON,N,1143,1140,65,85,95,100,25,15,20,20,15,70,55,80,85,105,105,80,65,50,40,20,15,20,5,35250661,1135,100
188745,-79898328,43217868,2,35250662,3525,35,3525005,ON,N,1718,1715,115,130,130,140,35,30,30,25,25,120,100,100,125,185,160,115,90,85,40,30,20,20,5,35250662,1740,115
188753,-79896109,43216637,3,35250663,3525,35,3525005,ON,N,793,795,40,55,70,80,15,15,15,15,15,50,50,35,30,85,80,50,50,35,30,30,5,10,5,35250663,785,80
190537,-79823723,43218969,2,35250664,3525,35,3525005,ON,N,436,435,20,10,15,30,10,5,10,0,10,30,20,25,20,20,40,50,30,25,15,25,20,25,15,35250664,370,100
191433,-79819005,43220281,0,35250665,3525,35,3525005,ON,N,491,490,25,30,25,45,15,10,5,5,10,20,25,15,35,40,40,40,20,20,25,30,25,20,15,35250665,425,115
191425,-79819003,43216386,1,35250666,3525,35,3525005,ON,N,417,420,20,15,20,20,5,5,5,0,5,30,20,20,20,25,35,35,25,25,25,20,35,15,15,35250666,330,110
188561,-79921498,43251260,1,35250667,3525,35,3525005,ON,N,264,265,10,5,10,20,0,0,5,0,15,60,30,15,5,10,15,20,10,10,15,10,10,5,0,35250667,240,40
193289,-79917950,43255022,4,35250668,3525,35,3525005,ON,N,388,390,5,10,10,35,5,5,5,5,15,75,35,15,15,15,20,25,30,20,20,10,15,10,15,35250668,345,70
193265,-79921801,43255645,0,35250669,3525,35,3525005,ON,N,346,345,10,5,10,35,0,0,5,10,20,85,30,15,10,10,20,20,15,25,10,10,10,10,10,35250669,325,50
193297,-79917996,43260329,1,35250670,3525,35,3525005,ON,N,368,370,10,15,15,30,5,0,0,10,10,80,25,10,10,15,10,30,25,45,15,15,5,5,0,35250670,345,40
193305,-79913983,43256501,2,35250671,3525,35,3525005,ON,N,409,410,10,15,15,60,0,5,5,15,30,95,25,15,15,20,25,20,15,25,20,15,5,10,10,35250671,410,60
193321,-79910199,43259861,0,35250672,3525,35,3525005,ON,N,443,445,20,10,10,70,5,5,0,25,30,125,35,20,15,15,30,15,15,30,20,10,5,0,0,35250672,475,35
193337,-79905096,43259954,1,35250675,3525,35,3525005,ON,N,373,375,10,15,20,15,0,0,0,5,5,65,35,15,10,25,25,35,25,25,15,15,10,10,10,35250675,330,60
193377,-79903390,43262249,0,35250676,3525,35,3525005,ON,N,403,400,25,25,25,20,0,0,5,5,5,45,20,30,30,35,20,20,30,30,15,5,10,10,5,35250676,370,45
193345,-79907430,43263241,2,35250677,3525,35,3525005,ON,N,441,440,30,30,25,30,10,5,5,5,10,55,15,15,20,20,30,35,30,35,30,10,10,5,10,35250677,405,65
193313,-79913391,43267069,3,35250678,3525,35,3525005,ON,N,481,480,20,45,45,35,0,5,10,10,10,35,20,10,25,30,40,30,30,40,30,15,10,5,10,35250678,440,70
193257,-79928740,43261117,2,35250679,3525,35,3525005,ON,N,505,505,5,10,5,50,5,0,10,15,20,130,40,20,10,25,35,25,35,35,30,25,15,10,15,35250679,475,95
193249,-79928538,43254757,3,35250680,3525,35,3525005,ON,N,414,410,5,15,15,35,5,0,5,5,25,100,35,10,5,10,30,35,25,20,15,10,5,10,15,35250680,380,55
188553,-79924967,43250136,2,35250681,3525,35,3525005,ON,N,845,845,35,30,50,75,5,5,10,15,35,120,55,35,40,50,65,50,50,45,30,25,30,25,35,35250681,770,145
194257,-79838694,43264046,1,35250692,3525,35,3525005,ON,N,447,445,30,25,25,30,10,5,5,5,10,30,35,25,30,30,40,40,35,20,10,15,10,10,5,35250692,430,50
194217,-79841559,43259636,0,35250693,3525,35,3525005,ON,N,472,475,20,25,40,35,10,10,10,5,5,35,30,20,30,25,50,40,45,25,5,15,15,5,10,35250693,460,50
194201,-79841922,43257365,4,35250694,3525,35,3525005,ON,N,428,430,25,20,25,40,10,5,5,10,10,25,35,50,35,30,25,25,25,20,20,5,5,10,5,35250694,420,45
194193,-79843052,43256145,0,35250695,3525,35,3525005,ON,N,438,435,50,40,35,40,10,5,15,10,10,45,30,30,35,30,30,20,20,10,5,10,5,5,0,35250695,465,25
194177,-79844743,43256296,2,35250696,3525,35,3525005,ON,N,422,420,35,40,30,25,5,0,0,5,5,20,40,35,30,25,35,15,20,25,5,15,5,5,5,35250696,390,35
191105,-79836859,43251621,2,35250700,3525,35,3525005,ON,N,493,490,35,20,20,40,5,10,5,10,10,35,40,30,40,30,50,40,40,20,10,20,5,10,5,35250700,480,50
191113,-79835725,43253676,1,35250701,3525,35,3525005,ON,N,580,580,45,35,45,35,5,10,10,5,10,50,45,55,30,35,50,25,20,30,15,30,15,25,5,35250701,540,90
191137,-79833107,43253407,3,35250702,3525,35,3525005,ON,N,533,535,30,35,50,45,10,5,10,10,10,35,30,40,35,35,35,35,45,25,10,15,15,10,10,35250702,520,60
194249,-79834334,43256008,0,35250703,3525,35,3525005,ON,N,502,500,20,35,30,35,5,5,10,5,5,30,45,25,30,35,45,35,45,30,15,10,15,5,10,35250703,470,55
194265,-79829564,43256473,2,35250704,3525,35,3525005,ON,N,561,560,35,35,45,50,5,10,10,15,10,25,45,45,35,55,45,40,30,25,15,10,15,10,5,35250704,560,55
191185,-79829682,43252533,1,35250705,3525,35,3525005,ON,N,594,590,40,40,35,30,5,5,5,5,5,45,40,50,50,35,40,50,50,30,15,20,10,15,10,35250705,560,70
191217,-79825263,43252327,0,35250706,3525,35,3525005,ON,N,515,515,30,20,50,40,5,5,10,10,10,20,40,45,40,40,40,45,30,20,20,15,10,10,5,35250706,500,60
191209,-79825525,43250429,3,35250707,3525,35,3525005,ON,N,463,465,25,40,30,25,5,0,5,5,0,30,25,35,30,35,45,50,30,20,15,15,10,5,0,35250707,435,45
191809,-79822272,43253425,1,35250708,3525,35,3525005,ON,N,672,670,60,45,40,45,5,5,10,10,15,55,60,50,45,45,40,50,45,35,30,10,10,5,5,35250708,660,60
191201,-79826394,43248130,0,35250709,3525,35,3525005,ON,N,499,500,30,25,25,35,5,10,5,5,5,35,35,35,30,45,40,45,30,30,15,15,10,10,10,35250709,470,60
191793,-79822479,43247904,3,35250710,3525,35,3525005,ON,N,487,490,40,30,35,20,5,5,0,5,5,30,40,50,45,30,35,40,30,20,15,15,5,5,5,35250710,465,45
191785,-79822252,43246132,2,35250711,3525,35,3525005,ON,N,379,380,35,20,25,35,10,10,10,5,10,25,35,20,25,30,30,25,30,15,5,10,0,5,10,35250711,395,30
191801,-79819435,43246186,1,35250712,3525,35,3525005,ON,N,440,440,25,30,25,20,5,5,5,0,10,20,30,40,40,30,15,30,50,20,10,10,10,5,10,35250712,400,45
191745,-79821900,43244075,0,35250713,3525,35,3525005,ON,N,381,380,15,25,15,30,10,5,10,5,5,25,35,20,25,25,30,30,30,35,5,5,5,5,5,35250713,375,25
191193,-79825046,43245725,1,35250714,3525,35,3525005,ON,N,447,445,30,25,25,35,10,10,0,10,5,35,35,30,35,35,45,30,30,20,15,10,10,5,5,35250714,445,45
191177,-79827982,43246235,3,35250715,3525,35,3525005,ON,N,463,465,25,20,20,35,5,10,0,10,5,30,30,35,30,40,40,35,30,40,15,10,10,5,0,35250715,440,40
191161,-79830429,43246780,1,35250716,3525,35,3525005,ON,N,575,575,40,30,25,40,5,5,15,5,10,40,45,40,45,65,45,55,35,25,15,10,10,10,5,35250716,570,50
191169,-79830923,43249255,2,35250717,3525,35,3525005,ON,N,533,535,30,25,20,30,5,5,10,10,5,50,40,30,45,30,55,55,35,20,15,20,10,15,5,35250717,500,65
191121,-79833544,43247278,3,35250718,3525,35,3525005,ON,N,412,410,20,5,25,25,5,5,0,0,5,35,25,30,20,35,55,45,35,30,10,10,5,5,5,35250718,400,35
191097,-79835990,43247918,4,35250719,3525,35,3525005,ON,N,490,490,30,25,25,35,5,5,10,10,0,45,40,25,30,40,50,40,35,30,10,10,5,15,10,35250719,480,50
191089,-79837734,43248992,1,35250720,3525,35,3525005,ON,N,663,665,45,30,35,35,10,10,5,5,10,50,60,65,55,55,50,40,45,30,25,15,15,0,5,35250720,635,60
191129,-79834146,43250706,0,35250721,3525,35,3525005,ON,N,606,605,35,30,30,45,10,10,5,10,10,60,45,30,40,50,65,55,45,30,15,15,15,5,5,35250721,605,55
190905,-79842857,43247383,0,35250724,3525,35,3525005,ON,N,499,500,20,25,30,40,10,5,10,5,5,25,45,25,25,55,60,45,45,25,20,10,15,10,5,35250724,500,60
190865,-79843081,43245164,3,35250725,3525,35,3525005,ON,N,462,460,25,15,25,30,5,5,5,10,5,30,15,25,40,35,35,40,45,35,5,15,20,15,10,35250725,425,65
