ID,LONGITUDE,LATITUDE,Coloring,DA,CD,Province,CSD,Abbrev,Suppressed,POP2016,POP2011,Age <4,Age 5 to 9,Age 10 to 14,Age 15 to 19,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20 to 24,Age 25 to 29,Age 30 to 34,Age 35 to 39,Age 40 to 44,Age 45 to 49,Age 50 to 54,Age 55 to 59,Age 60 to 64,Age 65 to 69,Age 70 to 74,Age 75 to 79,Age 80 to 84,Age 85+,DAUID,POPY65,POPO65
198137,-79694641,43471197,2,35240193,3524,35,3524001,ON,N,1014,1010,40,25,45,85,5,10,10,20,35,265,100,60,35,55,65,60,50,45,35,20,15,5,5,35240193,1010,80
198145,-79693118,43471388,3,35240194,3524,35,3524001,ON,N,789,790,30,25,20,70,5,15,25,20,10,45,35,25,40,30,45,55,45,45,70,65,65,40,40,35240194,585,280
221657,-79690428,43468540,0,35240195,3524,35,3524001,ON,N,550,550,30,30,25,30,10,5,5,0,5,50,65,30,35,45,30,35,30,30,20,20,15,20,10,35240195,490,85
198161,-79695404,43477804,1,35240196,3524,35,3524001,ON,N,428,425,20,30,35,25,5,5,5,5,5,35,10,10,20,25,35,30,55,55,25,10,5,5,5,35240196,410,50
221689,-79690389,43477582,0,35240197,3524,35,3524001,ON,N,524,525,15,25,40,55,10,10,10,15,5,40,25,20,30,30,50,65,45,30,25,15,10,5,5,35240197,520,60
222033,-79637229,43480669,0,35240198,3524,35,3524001,ON,N,449,450,20,25,30,35,5,5,5,5,5,30,10,25,15,30,40,45,25,40,30,25,15,5,10,35240198,395,85
222025,-79635100,43478062,4,35240199,3524,35,3524001,ON,N,519,520,20,35,40,45,10,10,5,10,5,40,20,0,35,30,45,55,35,35,50,20,10,5,5,35240199,475,90
222017,-79639925,43476841,1,35240200,3524,35,3524001,ON,N,459,460,20,40,35,45,5,10,10,5,5,20,10,5,25,40,50,25,30,35,35,25,15,5,0,35240200,415,80
222009,-79642237,43472661,2,35240201,3524,35,3524001,ON,N,429,430,10,40,40,40,15,10,10,5,10,35,10,10,10,40,35,45,30,30,30,10,10,10,5,35240201,425,65
222041,-79632603,43476304,3,35240202,3524,35,3524001,ON,N,625,625,20,40,45,55,10,15,5,10,10,50,20,10,25,40,50,65,55,45,35,35,20,10,0,35240202,570,100
221929,-79654417,43457199,1,35240203,3524,35,3524001,ON,N,532,535,20,35,45,50,5,20,10,10,5,45,25,10,15,30,60,55,45,40,20,20,10,10,0,35240203,525,60
221777,-79660154,43461065,2,35240204,3524,35,3524001,ON,N,440,440,20,40,45,45,5,10,5,10,10,35,5,10,15,35,55,40,25,15,10,10,10,5,10,35240204,425,45
221761,-79662809,43458414,3,35240205,3524,35,3524001,ON,N,410,410,15,25,45,40,5,10,5,10,10,30,5,5,10,35,35,45,25,25,15,15,15,15,10,35240205,380,70
221753,-79664960,43455238,2,35240206,3524,35,3524001,ON,N,520,520,5,25,45,65,10,20,5,20,10,35,10,10,10,30,50,60,55,35,35,15,15,5,5,35240206,500,75
221745,-79670041,43457821,1,35240207,3524,35,3524001,ON,N,518,520,25,35,50,50,15,10,10,10,10,35,10,10,10,40,60,45,30,35,25,10,15,20,10,35240207,490,80
221737,-79672036,43455572,0,35240208,3524,35,3524001,ON,N,566,565,25,25,40,55,10,10,20,10,10,45,20,10,20,40,65,70,55,30,20,15,10,10,10,35240208,560,65
221729,-79671423,43452384,1,35240209,3524,35,3524001,ON,N,569,565,20,25,30,20,5,0,5,5,5,35,25,25,30,35,30,40,40,30,40,15,35,30,75,35240209,405,195
221625,-79684323,43454204,0,35240210,3524,35,3524001,ON,N,831,830,20,15,30,30,5,5,10,5,5,40,45,55,45,55,55,60,55,45,60,55,50,50,70,35240210,580,285
221649,-79677433,43460902,3,35240211,3524,35,3524001,ON,N,491,490,35,25,25,30,5,5,5,10,5,30,20,20,40,50,30,40,45,40,25,20,20,10,5,35240211,460,80
221769,-79664943,43465035,0,35240212,3524,35,3524001,ON,N,648,650,20,45,70,85,25,20,25,5,15,40,20,5,25,50,65,70,45,25,30,25,10,10,5,35240212,655,80
221609,-79666352,43449147,3,35240213,3524,35,3524001,ON,N,738,740,20,10,15,15,0,0,5,0,5,25,55,40,35,30,50,45,45,45,45,35,40,55,130,35240213,440,305
221617,-79662104,43448521,0,35240214,3524,35,3524001,ON,N,660,660,15,25,45,65,10,10,10,15,15,50,15,10,10,25,75,75,50,45,30,30,30,30,20,35240214,565,140
221601,-79666437,43444828,1,35240215,3524,35,3524001,ON,N,512,515,10,15,30,25,5,5,0,5,5,25,20,20,20,30,45,35,45,55,40,35,30,15,10,35240215,395,130
221593,-79670456,43445638,2,35240216,3524,35,3524001,ON,N,530,530,5,5,0,10,0,0,5,5,0,25,20,15,20,20,30,35,35,55,45,45,65,65,40,35240216,285,260
221585,-79673457,43447184,1,35240217,3524,35,3524001,ON,N,663,660,30,25,25,30,10,5,0,5,5,60,70,50,60,40,40,55,50,35,15,25,20,15,20,35240217,595,95
221561,-79676130,43448338,4,35240218,3524,35,3524001,ON,N,433,430,25,25,25,30,5,10,5,5,10,35,35,15,35,35,45,30,20,25,20,15,10,15,10,35240218,415,70
221545,-79680037,43448718,0,35240219,3524,35,3524001,ON,N,572,570,30,30,30,30,5,10,0,5,10,30,25,40,50,40,45,45,35,35,30,25,30,15,10,35240219,495,110
221537,-79683371,43447030,1,35240220,3524,35,3524001,ON,N,990,990,40,25,25,30,5,0,5,5,10,90,115,80,60,70,85,80,60,60,55,40,35,35,15,35240220,845,180
221497,-79684554,43450085,3,35240221,3524,35,3524001,ON,N,364,365,25,20,15,25,5,5,5,5,5,25,30,30,30,30,30,20,20,25,5,15,5,5,5,35240221,350,35
197617,-79697228,43442192,0,35240222,3524,35,3524001,ON,N,370,370,10,15,20,30,5,5,5,5,10,25,15,15,10,30,30,35,20,25,20,30,25,10,10,35240222,310,95
221481,-79686056,43444693,2,35240223,3524,35,3524001,ON,N,409,405,20,25,15,20,5,5,5,5,0,40,35,30,20,40,30,35,25,20,25,15,10,5,10,35240223,375,65
221489,-79683733,43445738,3,35240224,3524,35,3524001,ON,N,579,575,35,20,30,25,5,0,5,10,5,45,80,40,70,55,45,40,25,20,20,15,5,5,5,35240224,555,50
221529,-79682927,43443030,0,35240225,3524,35,3524001,ON,N,416,415,20,20,25,20,5,5,0,5,0,25,25,35,35,40,35,20,25,30,20,15,15,10,5,35240225,370,65
221513,-79679498,43440838,3,35240226,3524,35,3524001,ON,N,452,450,10,15,10,20,5,5,0,0,5,25,25,35,30,25,35,35,25,30,35,25,20,15,25,35240226,335,120
221505,-79682404,43439442,1,35240227,3524,35,3524001,ON,N,616,615,25,15,15,15,5,0,0,10,5,45,40,50,35,45,35,50,55,55,40,30,25,20,20,35240227,500,135
221473,-79687280,43441541,3,35240228,3524,35,3524001,ON,N,475,475,30,40,45,75,10,20,15,15,15,30,25,25,20,35,30,25,20,15,15,10,15,15,10,35240228,490,65
221465,-79685410,43436855,3,35240229,3524,35,3524001,ON,N,262,260,10,15,15,15,0,5,5,5,0,10,10,10,15,20,20,15,20,20,20,15,10,10,5,35240229,210,60
221457,-79691049,43438245,2,35240230,3524,35,3524001,ON,N,410,410,15,15,15,20,0,5,5,0,5,15,15,25,25,20,25,20,25,35,25,35,35,25,15,35240230,285,135
221449,-79690092,43435038,1,35240231,3524,35,3524001,ON,N,468,470,20,20,15,30,5,5,5,5,10,30,15,30,20,35,35,45,25,15,20,30,35,25,15,35240231,365,125
197609,-79694453,43433991,2,35240232,3524,35,3524001,ON,N,476,475,25,30,25,20,0,5,5,10,10,25,25,25,40,30,35,45,30,35,10,25,10,15,15,35240232,420,75
221425,-79691486,43430314,3,35240233,3524,35,3524001,ON,N,638,640,35,40,40,50,15,10,10,10,5,30,15,30,40,60,60,50,40,35,35,25,20,15,15,35240233,575,110
197585,-79696189,43429187,1,35240234,3524,35,3524001,ON,N,739,740,35,25,40,50,15,10,10,10,10,50,30,45,25,55,60,65,65,40,35,30,40,20,10,35240234,640,135
197569,-79696676,43424975,2,35240235,3524,35,3524001,ON,N,501,500,25,25,35,25,5,10,10,5,0,20,25,15,25,40,50,50,30,30,30,25,20,15,15,35240235,425,105
197553,-79701300,43428291,0,35240236,3524,35,3524001,ON,N,410,410,20,20,25,30,10,5,10,5,10,20,15,20,25,35,30,35,35,35,20,15,10,15,5,35240236,385,65
197561,-79699959,43422810,1,35240237,3524,35,3524001,ON,N,522,520,20,25,30,40,10,5,10,5,10,30,15,20,30,35,40,55,45,25,25,25,30,20,10,35240237,450,110
197545,-79704625,43425947,2,35240238,3524,35,3524001,ON,N,355,355,15,15,15,25,5,0,5,5,5,15,15,20,30,20,25,35,15,20,15,15,25,25,10,35240238,285,90
197473,-79711560,43428921,3,35240239,3524,35,3524001,ON,N,507,505,15,25,35,30,5,10,10,5,5,20,20,20,35,45,45,50,25,25,25,20,35,20,10,35240239,425,110
197529,-79706106,43419416,2,35240240,3524,35,3524001,ON,N,428,425,10,10,30,35,5,10,5,10,5,30,15,20,20,35,40,35,25,20,20,15,30,15,10,35240240,360,90
197537,-79700938,43418395,0,35240241,3524,35,3524001,ON,N,575,575,35,30,25,30,5,5,5,0,10,25,30,25,35,40,55,45,35,45,30,30,20,15,15,35240241,480,110
197417,-79705830,43413651,1,35240242,3524,35,3524001,ON,N,526,530,30,25,35,50,5,15,10,10,10,40,25,35,45,35,35,25,20,5,20,10,10,20,55,35240242,455,115
197369,-79709303,43415702,3,35240243,3524,35,3524001,ON,N,497,500,20,20,25,40,5,10,5,5,5,30,35,30,35,40,50,40,30,30,10,15,20,15,5,35240243,455,65
197361,-79710895,43410613,2,35240244,3524,35,3524001,ON,N,731,730,40,40,35,55,10,10,5,15,10,35,15,45,50,65,70,50,45,40,35,35,35,30,15,35240244,635,150
197353,-79716125,43412695,1,35240245,3524,35,3524001,ON,N,463,460,30,20,35,25,5,5,10,5,5,25,10,25,25,35,40,45,30,25,20,20,25,20,10,35240245,400,95
197337,-79715058,43407981,3,35240246,3524,35,3524001,ON,N,488,485,30,30,35,25,5,5,5,5,5,30,15,30,20,45,65,30,20,30,20,10,25,20,0,35240246,430,75
197313,-79721608,43407854,2,35240247,3524,35,3524001,ON,N,341,340,15,20,25,15,0,0,5,0,0,15,10,10,25,30,30,25,40,20,20,10,15,10,5,35240247,285,60
197329,-79719746,43405538,1,35240248,3524,35,3524001,ON,N,542,540,25,50,40,35,5,10,5,0,10,30,10,15,45,45,50,50,45,25,15,15,20,10,5,35240248,495,65
197321,-79717536,43403072,2,35240249,3524,35,3524001,ON,N,444,440,15,30,30,30,5,5,5,0,10,20,10,15,30,40,35,35,35,25,35,25,10,10,5,35240249,375,85
197281,-79713992,43400782,0,35240250,3524,35,3524001,ON,N,470,470,25,30,35,40,10,5,5,5,10,25,15,15,40,35,55,35,20,25,20,15,15,15,10,35240250,430,75
197265,-79717630,43396081,2,35240251,3524,35,3524001,ON,N,805,805,20,15,20,35,10,5,5,5,10,35,30,25,30,45,65,50,60,45,70,65,75,70,45,35240251,510,325
197289,-79712251,43396539,3,35240252,3524,35,3524001,ON,N,510,510,15,15,30,30,5,5,10,10,5,30,30,25,20,50,40,60,40,40,25,25,10,20,10,35240252,460,90
197377,-79708150,43395489,0,35240253,3524,35,3524001,ON,N,528,525,25,15,15,20,5,10,0,5,5,30,30,30,30,40,45,40,55,40,35,30,20,10,5,35240253,440,100
197305,-79708873,43399389,2,35240254,3524,35,3524001,ON,N,364,365,20,20,10,20,10,0,5,0,10,25,15,15,30,25,35,40,30,30,20,10,10,5,5,35240254,340,50
197385,-79703576,43400496,0,35240255,3524,35,3524001,ON,N,1040,1040,5,5,10,10,0,0,5,5,0,20,10,20,20,20,15,30,40,65,90,180,220,130,140,35240255,280,760
197401,-79704412,43403212,3,35240256,3524,35,3524001,ON,N,517,515,25,35,30,40,10,5,10,5,5,35,20,20,35,40,40,35,35,25,35,30,20,20,5,35240256,450,110
197425,-79698916,43402795,2,35240257,3524,35,3524001,ON,N,502,505,20,30,35,40,5,10,10,5,5,25,25,30,30,25,45,40,40,45,25,20,15,5,0,35240257,465,65
197393,-79698943,43401193,3,35240258,3524,35,3524001,ON,N,142,145,5,5,5,5,5,0,5,0,0,5,0,0,5,10,10,10,10,20,15,10,10,0,0,35240258,100,35
197297,-79708196,43393522,1,35240259,3524,35,3524001,ON,N,1423,1425,20,20,20,15,0,5,0,5,10,30,70,45,50,50,60,65,85,130,120,135,165,205,140,35240259,680,765
196473,-79715352,43383868,3,35240260,3524,35,3524001,ON,N,508,510,15,25,35,40,10,10,5,10,5,25,20,10,20,35,45,60,50,30,35,40,15,10,5,35240260,450,105
197273,-79715240,43389015,1,35240261,3524,35,3524001,ON,N,324,325,10,10,20,25,0,5,5,5,10,20,20,10,10,25,35,35,40,25,15,10,5,5,0,35240261,310,35
197241,-79718668,43386173,4,35240262,3524,35,3524001,ON,N,375,375,30,15,20,30,5,5,5,5,10,30,15,20,25,35,30,35,35,15,15,10,10,5,0,35240262,365,40
197233,-79720954,43387911,0,35240263,3524,35,3524001,ON,N,390,390,35,15,20,25,5,0,5,5,5,30,15,20,30,40,25,45,35,25,15,5,5,5,0,35240263,380,30
197249,-79720158,43390574,3,35240265,3524,35,3524001,ON,N,391,390,25,15,30,35,10,5,10,5,10,25,15,10,30,35,30,45,30,30,15,10,5,5,5,35240265,395,40
197257,-79719534,43392669,0,35240266,3524,35,3524001,ON,N,452,450,15,25,25,25,5,10,5,5,5,40,25,15,30,35,40,60,40,35,25,5,0,10,5,35240266,440,45
196881,-79749330,43402359,1,35240267,3524,35,3524001,ON,Y,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35240267,0,0
196889,-79729287,43401509,3,35240268,3524,35,3524001,ON,N,781,780,35,40,60,40,15,10,10,10,0,35,25,30,45,55,75,65,55,55,55,45,30,15,10,35240268,660,155
196905,-79727281,43412852,0,35240269,3524,35,3524001,ON,N,857,855,35,40,50,60,10,10,15,10,15,50,25,30,35,60,75,85,60,60,60,55,35,25,15,35240269,725,190
197465,-79714335,43420003,1,35240270,3524,35,3524001,ON,N,554,550,35,35,25,25,5,5,5,10,5,20,30,35,45,40,40,35,45,30,35,35,20,15,10,35240270,470,115
196897,-79725922,43402795,2,35240271,3524,35,3524001,ON,N,273,275,10,15,5,20,5,5,5,0,0,20,20,15,5,20,20,25,25,35,20,10,5,5,0,35240271,250,40
196921,-79742429,43421177,2,35240272,3524,35,3524001,ON,N,1441,1445,70,90,110,145,30,25,35,25,30,80,85,90,85,110,170,120,90,90,40,30,20,20,5,35240272,1480,115
197089,-79734453,43425676,0,35240273,3524,35,3524001,ON,N,292,295,15,25,25,35,5,10,10,10,5,15,5,5,20,30,30,30,20,10,5,5,5,0,5,35240273,305,20
197105,-79734842,43427538,1,35240274,3524,35,3524001,ON,N,546,545,30,55,65,35,5,5,5,5,5,50,25,25,20,50,40,55,30,30,10,10,5,5,0,35240274,535,30
197113,-79734537,43430592,3,35240275,3524,35,3524001,ON,N,590,590,25,50,40,55,10,10,15,10,10,50,30,15,35,55,40,50,55,45,20,10,10,5,5,35240275,600,50
197097,-79739724,43430530,0,35240276,3524,35,3524001,ON,N,516,515,15,20,45,75,10,15,15,10,15,50,15,10,15,25,60,75,40,25,30,10,5,5,5,35240276,535,55
197137,-79740460,43434634,2,35240277,3524,35,3524001,ON,N,683,685,45,35,50,70,10,15,10,20,15,55,40,45,35,50,60,60,60,30,20,10,10,5,5,35240277,705,50
197033,-79742598,43435130,0,35240278,3524,35,3524001,ON,N,276,275,10,25,25,30,5,10,10,5,5,15,10,10,10,20,35,20,20,25,10,10,5,0,0,35240278,290,25
196937,-79746217,43432574,3,35240279,3524,35,3524001,ON,N,531,535,20,45,60,50,10,10,15,10,10,30,20,20,50,45,55,40,30,25,15,15,5,5,0,35240279,545,40
196945,-79743883,43429648,1,35240280,3524,35,3524001,ON,N,587,590,40,55,45,45,10,10,5,10,15,35,20,40,60,45,60,45,25,25,10,15,5,5,5,35240280,590,40
196953,-79741748,43427248,3,35240281,3524,35,3524001,ON,N,598,600,25,35,55,65,10,15,15,15,15,55,20,15,25,50,70,75,45,25,10,5,10,5,0,35240281,630,30
196929,-79748030,43428800,0,35240282,3524,35,3524001,ON,N,398,395,20,35,35,40,10,5,5,10,5,30,5,10,25,30,35,40,40,20,10,0,5,5,5,35240282,400,25
197145,-79734904,43434859,0,35240284,3524,35,3524001,ON,N,1301,1300,45,80,105,110,20,15,25,20,25,75,100,70,75,130,115,125,90,65,45,25,25,20,10,35240284,1290,125
197185,-79728957,43435371,3,35240285,3524,35,3524001,ON,N,634,635,25,40,70,75,15,10,15,25,15,60,25,15,20,50,65,70,50,30,15,10,10,10,5,35240285,675,50
197201,-79726387,43438896,2,35240286,3524,35,3524001,ON,N,891,890,30,40,85,110,20,25,20,25,20,75,45,25,35,45,95,105,75,55,30,25,15,10,0,35240286,930,80
197193,-79730128,43440392,3,35240287,3524,35,3524001,ON,N,634,635,30,35,35,75,10,20,15,15,15,50,25,15,30,45,55,70,60,60,25,20,10,0,0,35240287,660,55
197153,-79735291,43441045,0,35240288,3524,35,3524001,ON,N,405,405,15,15,20,45,5,10,10,15,10,45,20,5,20,20,55,50,35,20,10,5,10,5,5,35240288,415,35
197177,-79734831,43443111,1,35240289,3524,35,3524001,ON,N,879,880,25,35,35,50,10,10,10,10,15,55,60,80,75,75,80,65,50,50,45,55,25,10,10,35240289,790,145
197225,-79725815,43442676,0,35240290,3524,35,3524001,ON,N,595,595,10,35,30,40,15,5,10,10,5,40,15,5,15,30,40,60,40,35,30,40,55,55,25,35240290,440,205
197489,-79722504,43443250,3,35240291,3524,35,3524001,ON,N,560,560,20,25,40,60,10,10,10,15,15,45,20,20,15,45,45,65,45,55,35,10,10,0,5,35240291,560,60
197217,-79729266,43447037,2,35240292,3524,35,3524001,ON,N,989,990,45,40,65,85,15,20,15,20,20,80,30,15,50,65,75,110,65,50,30,35,20,40,80,35240292,865,205
197825,-79716615,43451367,1,35240293,3524,35,3524001,ON,N,751,750,15,35,60,65,10,15,10,10,15,40,35,15,25,45,60,80,70,70,55,50,15,10,10,35240293,675,140
197521,-79710683,43446686,1,35240297,3524,35,3524001,ON,N,401,405,15,15,30,40,10,10,10,10,10,25,20,30,10,30,30,40,35,25,25,10,10,10,0,35240297,395,55
197513,-79716128,43445562,0,35240298,3524,35,3524001,ON,N,725,725,20,45,60,95,20,15,20,15,15,55,30,5,30,45,75,70,45,65,30,20,15,5,5,35240298,725,75
197497,-79717078,43443053,4,35240299,3524,35,3524001,ON,N,639,640,20,40,45,60,5,15,15,15,10,60,15,25,20,40,60,75,50,60,25,20,10,10,0,35240299,630,65
197457,-79719325,43433150,1,35240301,3524,35,3524001,ON,N,1112,1110,45,75,90,100,20,15,20,30,15,80,50,45,60,120,115,90,100,60,40,25,15,10,10,35240301,1130,100
197121,-79731074,43430450,4,35240302,3524,35,3524001,ON,N,678,680,35,45,45,70,15,15,15,15,20,50,35,35,40,55,55,60,75,25,15,10,5,5,5,35240302,705,40
197129,-79724730,43432465,2,35240303,3524,35,3524001,ON,N,432,435,10,45,30,35,10,5,15,5,5,35,25,10,20,35,45,45,35,30,10,5,0,5,5,35240303,440,25
197481,-79722187,43437181,3,35240304,3524,35,3524001,ON,N,520,520,15,30,35,55,10,10,10,15,10,50,20,10,15,25,50,55,55,40,25,15,10,5,5,35240304,510,60
197505,-79715981,43438083,0,35240305,3524,35,3524001,ON,N,313,310,10,20,20,30,5,5,5,5,10,25,10,10,15,25,30,25,30,30,15,10,0,5,0,35240305,310,30
197601,-79707051,43448401,0,35240307,3524,35,3524001,ON,N,1015,1015,90,90,70,60,10,15,15,10,10,55,75,75,85,80,80,65,55,50,30,20,15,5,5,35240307,990,75
195777,-79809716,43379417,2,35240317,3524,35,3524002,ON,N,821,820,30,35,40,55,10,5,10,10,20,40,55,55,45,50,75,65,50,60,50,25,40,30,15,35240317,710,160
195769,-79814048,43383636,0,35240318,3524,35,3524002,ON,N,838,840,35,50,75,85,15,15,20,20,15,65,30,40,50,55,80,95,65,40,30,20,15,5,5,35240318,850,75
195729,-79815888,43381516,1,35240319,3524,35,3524002,ON,N,497,495,20,35,35,50,10,5,15,10,10,40,20,25,30,30,45,55,45,30,15,15,10,0,0,35240319,510,40
195761,-79812213,43377388,3,35240320,3524,35,3524002,ON,N,552,550,20,15,15,5,0,0,0,0,0,20,70,75,50,35,35,45,40,30,25,25,25,15,5,35240320,455,95
195721,-79817053,43377814,2,35240321,3524,35,3524002,ON,N,793,795,30,50,55,65,15,15,10,15,10,65,30,35,40,55,85,70,70,55,35,20,10,10,0,35240321,770,75
195745,-79814027,43374208,0,35240322,3524,35,3524002,ON,N,496,495,25,25,30,60,10,15,10,10,10,40,20,15,30,20,55,45,40,50,30,15,0,0,0,35240322,510,45
195713,-79817261,43371619,3,35240323,3524,35,3524002,ON,N,520,525,25,25,25,60,10,10,10,10,10,60,15,15,30,30,45,70,65,30,20,5,0,5,5,35240323,545,35
195737,-79811299,43371804,2,35240324,3524,35,3524002,ON,N,800,800,55,40,55,55,15,10,20,5,10,55,60,50,50,75,65,75,60,45,25,25,5,0,0,35240324,800,55
195753,-79809522,43368618,3,35240325,3524,35,3524002,ON,N,517,520,30,25,30,30,5,5,5,10,10,30,20,35,35,35,40,40,35,65,35,15,5,5,0,35240325,485,60
195697,-79812895,43367141,0,35240326,3524,35,3524002,ON,N,514,515,25,30,25,40,5,5,15,5,5,30,15,30,25,30,45,45,50,40,35,20,10,5,10,35240326,465,80
195689,-79812942,43364057,3,35240327,3524,35,3524002,ON,N,472,470,20,25,30,30,10,5,10,5,5,40,15,20,25,35,40,45,40,30,30,25,10,5,5,35240327,430,75
195665,-79817781,43365492,1,35240328,3524,35,3524002,ON,N,503,500,25,20,25,15,5,5,5,0,5,25,25,30,25,25,40,45,25,45,30,30,30,20,15,35240328,390,125
195681,-79814486,43361907,2,35240329,3524,35,3524002,ON,N,622,620,35,25,45,40,10,15,5,10,10,35,40,40,50,50,45,55,35,40,35,25,20,10,0,35240329,585,90
195641,-79816558,43358340,0,35240330,3524,35,3524002,ON,N,570,570,40,40,55,35,5,10,5,10,0,30,35,35,45,40,45,35,35,40,20,15,10,10,0,35240330,540,55
195673,-79813300,43355938,4,35240331,3524,35,3524002,ON,N,813,810,45,45,50,65,10,5,15,10,20,50,60,85,50,50,80,60,40,30,25,30,20,10,5,35240331,770,90
195401,-79815486,43350742,2,35240332,3524,35,3524002,ON,N,478,480,25,25,20,35,5,5,5,10,10,30,25,25,30,45,50,45,20,25,20,15,15,20,15,35240332,435,85
195393,-79819578,43351308,3,35240333,3524,35,3524002,ON,N,374,375,25,15,20,20,0,5,5,10,0,15,25,20,15,30,25,40,25,20,20,15,10,25,10,35240333,315,80
195385,-79822273,43348398,1,35240334,3524,35,3524002,ON,N,426,425,10,15,20,30,5,10,5,5,5,20,20,15,20,30,45,35,25,25,20,35,30,20,5,35240334,340,110
194505,-79826521,43349133,2,35240335,3524,35,3524002,ON,N,405,405,35,20,15,25,5,5,5,5,10,25,30,25,35,20,30,40,25,15,15,10,10,15,5,35240335,370,55
194689,-79828497,43352756,3,35240336,3524,35,3524002,ON,N,482,485,35,15,35,25,5,5,0,5,5,40,35,30,40,30,45,30,35,20,10,25,15,5,5,35240336,435,60
194697,-79824239,43353932,0,35240337,3524,35,3524002,ON,N,408,410,25,25,25,20,5,0,5,5,0,25,25,30,20,40,35,30,30,10,10,20,15,10,10,35240337,355,65
194705,-79825859,43357227,1,35240338,3524,35,3524002,ON,N,738,740,35,45,55,70,5,15,15,10,10,45,60,50,50,45,70,70,45,25,25,20,20,5,0,35240338,720,70
194649,-79833497,43354170,0,35240339,3524,35,3524002,ON,N,1260,1260,20,25,15,40,5,15,5,10,5,40,35,55,50,50,65,85,90,130,95,120,150,115,70,35240339,740,550
194633,-79837872,43354779,3,35240340,3524,35,3524002,ON,N,405,405,20,15,15,30,5,10,5,0,5,35,15,15,20,25,45,35,30,35,30,20,5,5,0,35240340,360,60
194641,-79838695,43357409,1,35240341,3524,35,3524002,ON,N,822,825,50,45,40,60,10,10,5,15,10,70,55,70,55,65,55,70,60,50,45,20,15,5,0,35240341,795,85
194569,-79843039,43360586,3,35240342,3524,35,3524002,ON,N,755,755,15,25,35,35,5,10,10,0,10,45,25,25,20,40,40,60,55,60,65,55,60,50,30,35240342,515,260
194657,-79838827,43361742,2,35240343,3524,35,3524002,ON,N,365,365,10,15,20,35,5,5,10,5,10,20,15,10,15,20,30,30,30,40,20,15,5,5,5,35240343,325,50
194665,-79836344,43363518,0,35240344,3524,35,3524002,ON,N,454,455,15,25,30,35,5,5,10,10,5,35,25,20,25,20,35,45,35,40,40,10,5,5,5,35240344,420,65
194681,-79833401,43363610,3,35240345,3524,35,3524002,ON,N,522,525,25,30,30,40,0,10,10,10,10,45,30,30,20,25,40,40,35,40,40,15,10,5,10,35240345,470,80
194673,-79836694,43366192,1,35240346,3524,35,3524002,ON,N,547,545,30,30,30,45,5,10,10,10,10,45,20,20,35,35,45,50,50,50,40,15,5,5,5,35240346,530,70
194601,-79839611,43367339,2,35240347,3524,35,3524002,ON,N,458,460,25,35,35,40,5,5,10,10,10,20,30,25,25,40,40,45,35,20,20,10,10,0,0,35240347,455,40
194737,-79837516,43370193,3,35240348,3524,35,3524002,ON,N,476,480,35,20,35,40,5,0,10,15,10,35,30,40,30,30,50,45,45,15,20,0,0,0,0,35240348,490,20
194745,-79835082,43371745,0,35240349,3524,35,3524002,ON,N,604,600,25,35,55,65,10,15,15,15,10,30,35,40,30,45,85,55,30,40,25,10,5,5,0,35240349,635,45
194617,-79841093,43372257,1,35240350,3524,35,3524002,ON,N,737,735,35,35,40,50,15,10,10,10,10,55,50,40,45,55,60,60,80,70,30,15,10,0,0,35240350,730,55
194625,-79840027,43375135,3,35240351,3524,35,3524002,ON,N,646,645,40,55,55,50,15,10,10,10,5,50,35,50,50,55,65,40,45,25,25,10,10,0,0,35240351,665,45
194753,-79835948,43377261,1,35240352,3524,35,3524002,ON,N,308,305,20,25,15,25,5,5,0,10,5,10,15,30,35,25,30,20,15,15,15,5,5,5,5,35240352,305,35
194761,-79835372,43379348,2,35240353,3524,35,3524002,ON,N,646,645,55,45,50,60,10,10,10,10,15,45,45,45,40,45,70,40,40,30,15,10,5,5,10,35240353,665,45
194769,-79831355,43381573,3,35240354,3524,35,3524002,ON,N,325,325,15,15,25,40,10,5,5,10,5,25,15,20,25,20,30,45,15,10,10,5,0,0,0,35240354,335,15
194809,-79829934,43382668,1,35240355,3524,35,3524002,ON,N,402,400,25,30,30,35,5,10,5,5,5,45,15,25,35,30,35,45,30,20,5,5,5,0,0,35240355,430,15
194817,-79827836,43383249,2,35240356,3524,35,3524002,ON,N,574,575,20,40,55,80,15,20,15,15,10,60,15,10,20,45,70,70,40,20,15,10,5,0,5,35240356,620,35
194833,-79825948,43380973,1,35240357,3524,35,3524002,ON,N,442,445,15,30,40,50,10,15,5,10,10,40,15,15,20,25,55,55,35,20,10,5,5,5,0,35240357,465,25
194825,-79825679,43377998,0,35240358,3524,35,3524002,ON,N,792,795,30,50,55,95,15,15,25,20,25,75,35,25,35,55,95,105,65,30,15,10,10,5,5,35240358,850,45
194841,-79824059,43383115,3,35240359,3524,35,3524002,ON,N,521,525,15,25,50,60,10,10,15,20,5,40,15,20,20,40,65,75,40,20,10,10,5,5,5,35240359,545,35
195705,-79820931,43374622,1,35240363,3524,35,3524002,ON,N,620,620,40,40,40,35,5,10,5,5,5,45,30,50,45,50,40,55,50,50,15,15,10,5,5,35240363,600,50
